Country Name,Region,Image URL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Mali,Africa,https://public.flourish.studio/country-flags/svg/ml.svg,"582,485","604,663","627,575","651,361","676,191","702,074","729,167","757,441","787,292","818,898","852,498","888,365","926,545","966,831","1,009,065","1,052,981","1,098,429","1,146,679","1,198,209","1,252,671","1,310,539","1,372,347","1,438,081","1,506,636","1,576,278","1,645,715","1,714,179","1,780,474","1,839,191","1,902,800","1,974,251","2,055,059","2,144,878","2,242,131","2,344,800","2,450,960","2,560,306","2,673,560","2,797,427","2,948,093","3,109,998","3,283,515","3,469,099","3,667,206","3,878,667","4,103,283","4,342,710","4,596,645","4,863,970","5,141,522","5,426,880","5,718,929","6,018,348","6,327,153","6,648,757","6,985,590","7,338,834","7,708,272"
Malta,Europe,https://public.flourish.studio/country-flags/svg/mt.svg,"294,316","292,949","291,536","290,127","288,759","286,362","282,936","279,467","276,131","272,927","271,474","271,546","271,346","271,149","270,993","273,015","274,435","275,536","278,444","281,309","284,300","286,427","292,666","296,847","296,939","302,228","307,591","310,133","313,103","316,579","320,102","329,269","333,102","336,862","340,447","343,247","346,401","350,223","353,666","356,901","360,316","364,105","367,875","371,319","374,812","378,170","380,114","381,739","384,526","387,733","389,936","391,879","395,713","401,597","409,992","420,192","430,220","439,915"
Marshall Islands,Oceania,https://public.flourish.studio/country-flags/svg/mh.svg,"5,217","5,563","5,964","6,410","6,887","7,374","7,873","8,385","9,145","9,980","10,910","11,957","13,111","14,347","14,987","15,507","15,976","16,401","16,826","17,289","17,825","18,761","19,869","21,073","22,366","23,745","25,212","26,755","28,299","29,648","30,769","31,699","32,455","33,063","33,580","34,041","34,468","34,833","35,159","35,441","35,771","36,059","36,311","36,549","36,784","37,031","37,306","37,604","37,917","38,242","38,568","38,901","39,233","39,566","39,877","40,175","40,451","40,713"
Mauritania,Africa,https://public.flourish.studio/country-flags/svg/mr.svg,"59,042","65,667","73,016","81,162","90,178","100,130","111,119","123,244","136,596","151,234","167,327","184,967","204,285","225,334","248,309","273,297","300,467","328,313","356,701","387,184","419,894","454,892","492,331","532,222","574,596","619,374","666,722","716,678","760,932","779,485","798,312","817,378","836,770","856,863","878,080","900,694","924,905","950,552","977,296","1,004,571","1,032,022","1,077,668","1,134,350","1,193,226","1,254,525","1,318,377","1,384,816","1,453,929","1,526,169","1,601,883","1,681,614","1,765,634","1,853,836","1,945,699","2,040,210","2,136,716","2,234,895","2,334,918"
Mauritius,Africa,https://public.flourish.studio/country-flags/svg/mu.svg,"231,505","243,908","256,013","268,035","280,009","291,916","303,804","315,676","327,573","339,504","351,513","363,605","375,755","379,491","383,371","387,512","391,829","396,239","399,416","404,358","409,127","413,108","416,035","417,715","425,254","431,938","438,482","445,028","451,399","458,181","464,802","468,530","473,391","477,687","483,053","485,844","489,444","494,198","498,006","502,932","506,439","509,128","511,325","513,680","515,544","517,242","518,278","519,269","519,756","519,754","519,604","519,046","519,081","518,842","518,383","517,668","516,887","516,481"
Mexico,Americas,https://public.flourish.studio/country-flags/svg/mx.svg,"19,374,507","20,323,430","21,311,766","22,339,277","23,405,971","24,511,884","25,656,215","26,839,108","28,070,545","29,361,089","30,708,544","32,112,516","33,582,034","35,100,971","36,647,679","38,202,909","39,760,453","41,319,709","42,882,081","44,448,702","46,013,308","47,472,481","48,931,203","50,393,553","51,861,973","53,340,207","54,826,854","56,322,350","57,837,971","59,388,676","60,961,740","62,531,277","64,142,034","65,774,117","67,401,025","68,999,360","70,492,946","71,919,417","73,311,685","74,664,754","76,006,974","77,346,681","78,647,604","79,950,808","81,313,433","82,772,988","84,348,376","86,024,517","87,771,922","89,539,653","91,291,734","93,022,403","94,735,434","96,434,582","98,126,368","99,812,639","101,492,842","103,158,834"
"Micronesia, Fed. Sts.",Oceania,https://public.flourish.studio/country-flags/svg/fm.svg,"9,937","10,364","10,803","11,262","11,758","12,296","12,893","13,539","14,189","14,772","15,240","15,569","15,780","15,942","16,082","16,328","16,724","17,248","17,880","18,574","19,295","19,935","20,569","21,205","21,822","22,406","22,939","23,420","23,879","24,355","24,871","25,443","26,049","26,628","27,102","26,962","26,515","25,920","25,235","24,527","23,990","23,930","23,889","23,852","23,799","23,714","23,593","23,450","23,310","23,188","23,104","23,079","23,106","23,183","23,298","23,451","23,638","23,861"
Moldova,Europe,https://public.flourish.studio/country-flags/svg/md.svg,"595,907","630,827","666,719","703,542","740,741","778,740","817,282","856,287","895,696","936,294","976,150","1,015,304","1,055,178","1,096,014","1,137,210","1,177,577","1,217,773","1,256,838","1,296,267","1,334,282","1,371,543","1,410,553","1,451,104","1,492,715","1,535,048","1,577,083","1,618,883","1,660,790","1,701,461","1,724,769","1,728,324","1,728,620","1,726,070","1,720,262","1,712,144","1,701,350","1,694,500","1,673,518","1,658,121","1,640,859","1,622,858","1,604,707","1,586,503","1,567,590","1,549,336","1,537,841","1,532,462","1,527,806","1,523,793","1,520,766","1,518,144","1,516,162","1,514,860","1,513,351","1,511,326","1,510,140","1,509,971","1,510,667"
Monaco,Europe,https://public.flourish.studio/country-flags/svg/mc.svg,"22,452","22,808","23,039","23,168","23,236","23,282","23,305","23,292","23,304","23,346","23,484","23,720","24,051","24,439","24,835","25,197","25,523","25,809","26,087","26,395","26,745","27,164","27,624","28,095","28,512","28,835","29,041","29,172","29,235","29,312","29,439","29,624","29,863","30,138","30,427","30,691","30,967","31,251","31,523","31,800","32,082","32,360","32,629","32,933","33,314","33,793","34,408","35,111","35,853","36,534","37,094","37,497","37,783","37,971","38,132","38,307","38,499","38,695"
Mongolia,Asia,https://public.flourish.studio/country-flags/svg/mn.svg,"340,915","370,104","401,799","427,961","446,837","466,254","486,159","506,596","527,710","550,748","576,136","602,814","630,729","659,681","689,480","719,939","751,018","782,714","815,217","847,642","880,006","913,125","946,960","981,984","1,018,846","1,057,803","1,099,381","1,143,044","1,186,958","1,222,045","1,245,683","1,263,925","1,277,495","1,287,670","1,296,485","1,305,401","1,314,883","1,324,666","1,334,889","1,345,454","1,369,727","1,408,842","1,449,188","1,490,906","1,534,128","1,578,877","1,625,233","1,673,286","1,723,555","1,776,547","1,832,856","1,876,809","1,914,518","1,953,776","1,993,015","2,031,123","2,067,622","2,102,605"
Montenegro,Europe,https://public.flourish.studio/country-flags/svg/me.svg,"90,291","95,782","101,703","107,780","113,586","118,771","123,093","126,621","129,779","133,237","137,597","143,135","149,784","157,258","165,076","172,810","180,301","187,635","194,980","202,628","210,794","219,563","228,836","238,326","247,588","256,235","264,087","271,196","277,825","284,397","291,283","298,483","305,585","312,816","319,860","326,440","332,459","337,985","343,256","348,560","354,162","361,755","369,361","376,961","381,058","383,698","386,254","388,857","391,621","394,521","397,301","399,777","402,174","404,636","407,105","409,418","411,597","413,800"
Morocco,Africa,https://public.flourish.studio/country-flags/svg/ma.svg,"3,619,287","3,793,971","3,973,623","4,157,495","4,344,630","4,533,658","4,724,868","4,918,216","5,114,092","5,313,202","5,516,323","5,723,481","5,955,942","6,197,201","6,449,328","6,714,487","6,993,840","7,286,872","7,594,142","7,915,446","8,250,179","8,598,463","8,960,310","9,331,960","9,710,432","10,092,012","10,475,430","10,860,432","11,248,397","11,640,605","12,039,263","12,444,707","12,855,512","13,267,999","13,678,862","13,995,729","14,285,555","14,566,859","14,842,165","15,114,839","15,386,945","15,659,555","15,933,727","16,210,331","16,491,168","16,839,695","17,208,426","17,585,479","17,974,187","18,378,836","18,803,424","19,249,027","19,714,269","20,193,387","20,678,703","21,163,552","21,645,836","22,125,659"
Mozambique,Africa,https://public.flourish.studio/country-flags/svg/mz.svg,"507,456","531,739","557,880","585,331","614,297","644,762","676,802","710,608","746,227","783,814","823,622","871,701","928,006","988,261","1,053,565","1,124,343","1,201,202","1,283,887","1,371,924","1,463,900","1,559,003","1,704,818","1,865,730","2,034,600","2,207,251","2,379,522","2,547,049","2,710,292","2,880,326","3,074,886","3,311,912","3,464,185","3,655,706","3,875,730","4,106,167","4,332,973","4,551,617","4,765,731","4,925,453","5,085,544","5,257,336","5,442,231","5,637,969","5,843,408","6,056,842","6,276,712","6,503,455","6,737,282","7,044,112","7,369,618","7,709,673","8,064,277","8,433,738","8,818,506","9,219,011","9,635,678","10,068,983","10,519,085"
Myanmar,Asia,https://public.flourish.studio/country-flags/svg/mm.svg,"4,034,792","4,194,564","4,359,896","4,532,324","4,713,727","4,905,357","5,108,251","5,322,072","5,546,529","5,780,313","6,022,881","6,273,850","6,534,175","6,775,865","6,941,402","7,110,089","7,282,341","7,456,574","7,634,037","7,814,940","7,999,721","8,187,246","8,377,851","8,582,499","8,829,847","9,075,168","9,319,284","9,561,572","9,799,599","10,031,326","10,255,284","10,469,714","10,675,215","10,877,038","11,082,113","11,295,441","11,518,954","11,750,467","11,987,667","12,224,151","12,457,299","12,686,545","12,912,178","13,132,565","13,345,261","13,548,951","13,741,490","13,924,901","14,105,193","14,290,308","14,487,531","14,698,294","14,921,713","15,155,095","15,395,520","15,646,687","15,908,933","16,183,036"
Namibia,Africa,https://public.flourish.studio/country-flags/svg/na.svg,"107,910","113,172","118,610","124,348","130,395","136,749","143,416","150,414","157,812","165,721","173,963","181,410","189,353","197,593","205,875","214,003","221,942","229,800","237,645","245,606","253,836","262,238","270,546","279,578","290,150","302,761","317,746","334,885","353,512","372,554","391,247","409,220","428,928","449,634","471,025","493,512","517,339","542,175","567,341","591,805","614,846","636,114","662,539","689,506","716,611","744,434","773,162","802,806","834,061","867,660","904,386","944,674","989,181","1,036,782","1,086,531","1,137,588","1,189,295","1,241,686"
Nauru,Oceania,https://public.flourish.studio/country-flags/svg/nr.svg,"4,433","4,676","4,948","5,228","5,500","5,740","5,933","6,103","6,237","6,371","6,496","6,617","6,743","6,863","6,972","7,068","7,150","7,232","7,309","7,397","7,488","7,592","7,717","7,854","8,005","8,173","8,353","8,554","8,755","8,954","9,155","9,348","9,546","9,719","9,857","9,969","10,029","10,057","10,046","10,040","10,037","10,052","10,080","10,106","10,126","10,114","10,071","10,002","9,947","9,945","10,025","10,057","10,279","10,821","11,853","12,475","13,049","13,649"
Nepal,Asia,https://public.flourish.studio/country-flags/svg/np.svg,"350,193","365,019","375,077","385,474","396,407","407,846","419,954","432,642","446,030","459,991","474,638","490,363","524,726","561,530","601,163","643,637","689,364","738,370","790,825","847,199","907,691","972,277","1,032,575","1,096,484","1,164,087","1,235,231","1,309,947","1,388,684","1,472,433","1,562,449","1,660,072","1,766,696","1,894,723","2,031,914","2,177,068","2,328,568","2,486,034","2,649,609","2,819,554","2,996,452","3,180,570","3,369,843","3,498,247","3,627,322","3,756,175","3,884,247","4,010,938","4,136,965","4,263,937","4,394,633","4,531,240","4,675,128","4,827,124","4,985,583","5,149,732","5,317,746","5,489,916","5,666,414"
Netherlands,Europe,https://public.flourish.studio/country-flags/svg/nl.svg,"6,863,492","6,985,555","7,107,497","7,225,888","7,345,397","7,469,419","7,590,341","7,699,768","7,803,319","7,917,513","8,039,946","8,169,109","8,294,650","8,406,296","8,515,370","8,634,800","8,746,238","8,841,770","8,939,836","9,045,559","9,161,288","9,275,502","9,376,386","9,470,198","9,565,992","9,668,672","9,780,476","9,900,806","10,022,989","10,141,210","10,269,295","10,447,740","10,662,777","10,871,452","11,069,798","11,255,548","11,436,659","11,622,597","11,819,675","12,021,931","12,229,998","12,488,742","12,775,902","13,035,570","13,271,929","13,485,107","13,671,225","13,848,922","14,044,865","14,263,741","14,477,657","14,669,707","14,842,886","14,987,369","15,126,226","15,275,237","15,435,425","15,604,089"
New Caledonia,Oceania,https://public.flourish.studio/country-flags/svg/nc.svg,"29,514","31,490","33,547","35,723","38,025","40,405","43,143","45,978","48,910","52,460","57,380","62,426","66,278","68,872","71,240","73,094","74,870","76,516","77,895","78,999","80,425","82,469","84,793","87,037","88,993","90,869","92,813","94,912","97,022","99,194","101,816","104,724","107,631","110,705","113,966","116,848","119,477","122,539","125,629","128,790","132,030","135,341","138,724","141,907","144,893","148,559","152,384","156,245","160,140","163,862","167,587","171,852","176,182","180,545","184,770","188,988","193,090","197,040"
New Zealand,Oceania,https://public.flourish.studio/country-flags/svg/nz.svg,"1,802,521","1,851,675","1,914,441","1,967,968","2,024,808","2,073,571","2,125,227","2,175,248","2,206,092","2,237,511","2,279,646","2,324,938","2,375,942","2,432,441","2,493,343","2,552,005","2,582,586","2,593,760","2,597,744","2,590,668","2,597,030","2,609,635","2,636,985","2,674,359","2,698,921","2,716,946","2,719,750","2,751,315","2,766,856","2,788,022","2,821,739","2,969,087","3,005,583","3,045,443","3,091,625","3,142,704","3,198,324","3,243,637","3,275,597","3,295,923","3,318,432","3,341,111","3,402,067","3,472,292","3,526,736","3,569,251","3,615,494","3,646,829","3,675,355","3,709,702","3,748,563","3,774,624","3,798,063","3,830,023","3,891,014","3,967,973","4,054,925","4,145,094"
Nicaragua,Americas,https://public.flourish.studio/country-flags/svg/ni.svg,"702,444","732,709","763,699","796,969","837,987","880,887","925,861","972,899","1,022,164","1,073,746","1,127,825","1,181,559","1,225,498","1,271,129","1,318,500","1,367,553","1,418,341","1,470,725","1,524,405","1,579,088","1,634,445","1,690,388","1,746,930","1,803,729","1,860,513","1,917,007","1,972,992","2,028,488","2,084,192","2,141,058","2,199,728","2,260,418","2,322,864","2,386,236","2,449,464","2,510,759","2,566,014","2,620,063","2,672,743","2,724,095","2,774,037","2,822,500","2,869,485","2,915,658","2,961,859","3,008,927","3,059,312","3,110,492","3,162,295","3,214,141","3,265,740","3,317,020","3,368,112","3,419,102","3,470,076","3,521,194","3,572,493","3,624,788"
Niger,Africa,https://public.flourish.studio/country-flags/svg/ne.svg,"196,311","205,552","215,289","231,199","248,274","266,500","285,971","310,540","337,092","365,728","396,652","429,973","465,937","504,711","546,659","592,054","641,310","694,492","736,219","769,963","805,088","841,757","880,029","920,062","961,816","1,005,299","1,050,645","1,098,083","1,146,797","1,187,802","1,231,416","1,278,092","1,327,640","1,380,301","1,436,003","1,494,860","1,556,955","1,622,396","1,691,159","1,762,929","1,837,592","1,914,123","1,984,086","2,056,868","2,132,746","2,211,908","2,294,765","2,381,258","2,471,437","2,565,807","2,664,393","2,767,201","2,874,653","2,986,546","3,105,650","3,232,660","3,367,630","3,511,546"
Nigeria,Africa,https://public.flourish.studio/country-flags/svg/ng.svg,"6,955,737","7,201,014","7,457,881","7,726,947","8,006,600","8,296,555","8,598,370","8,912,244","9,239,947","9,582,542","9,942,297","10,399,654","10,881,326","11,392,129","11,941,851","12,535,293","13,178,960","13,870,654","14,602,923","15,361,978","16,139,321","17,112,649","18,120,138","19,167,890","20,270,118","21,434,269","22,668,099","23,971,572","25,343,264","26,778,168","28,276,132","29,489,895","30,744,969","32,043,165","33,388,301","34,785,092","36,237,343","37,742,894","39,306,959","40,933,959","42,627,440","44,751,552","46,973,642","49,299,659","51,736,609","54,289,212","56,964,348","59,765,965","62,697,869","65,756,801","68,949,828","72,262,044","75,695,329","79,244,238","82,904,673","86,673,723","90,545,336","94,524,992"
Northern Mariana Islands,Oceania,https://public.flourish.studio/country-flags/svg/mp.svg,"5,140","5,433","5,697","5,949","6,218","6,525","6,887","7,293","7,917","8,552","9,197","9,852","10,533","11,199","11,741","12,177","12,493","12,715","13,013","13,618","14,684","16,207","18,237","20,627","23,166","25,712","28,202","30,677","33,145","35,642","38,170","40,587","42,965","45,353","47,824","50,401","53,223","56,140","58,869","61,005","62,290","62,612","62,104","60,948","59,411","57,725","55,913","53,988","52,144","50,592","49,498","48,960","48,941","49,275","49,715","50,078","50,315","50,473"
Norway,Europe,https://public.flourish.studio/country-flags/svg/no.svg,"1,787,755","1,840,926","1,915,999","1,991,003","2,066,761","2,143,353","2,220,995","2,299,864","2,379,197","2,457,954","2,534,594","2,584,983","2,624,297","2,662,165","2,698,139","2,732,467","2,764,638","2,795,553","2,825,403","2,854,061","2,882,201","2,902,056","2,918,125","2,933,210","2,946,922","2,961,159","2,977,158","2,996,568","3,018,161","3,036,098","3,051,994","3,079,741","3,114,713","3,150,384","3,185,372","3,216,511","3,244,905","3,280,785","3,324,794","3,371,823","3,414,033","3,447,513","3,482,266","3,518,773","3,554,092","3,591,141","3,632,998","3,684,159","3,744,286","3,805,760","3,867,496","3,935,476","4,008,535","4,078,226","4,145,335","4,208,817","4,265,348","4,324,609"
Oman,Asia,https://public.flourish.studio/country-flags/svg/om.svg,"90,485","98,715","107,702","117,478","128,110","139,615","152,116","165,729","180,603","196,855","214,731","234,331","255,880","279,776","306,663","337,055","371,337","409,584","451,974","498,475","549,046","603,837","662,924","725,383","789,912","855,281","920,225","984,602","1,050,400","1,120,715","1,197,874","1,283,901","1,377,326","1,472,111","1,540,165","1,579,788","1,602,549","1,611,490","1,612,545","1,614,273","1,623,178","1,641,897","1,669,691","1,705,672","1,755,991","1,818,159","1,884,731","1,957,849","2,043,878","2,151,367","2,285,992","2,466,248","2,687,316","2,927,690","3,174,483","3,416,545","3,650,429","3,874,061"
Pakistan,Asia,https://public.flourish.studio/country-flags/svg/pk.svg,"9,926,529","10,347,061","10,720,126","11,112,109","11,523,791","11,954,220","12,405,301","12,876,828","13,369,248","13,882,298","14,416,384","14,971,922","15,551,089","16,187,999","16,869,660","17,592,601","18,360,055","19,171,800","20,031,990","20,943,583","21,910,605","22,901,793","23,881,372","24,904,636","25,966,516","27,060,887","28,186,848","29,342,985","30,523,630","31,718,551","32,923,813","34,133,759","35,349,197","36,576,470","37,825,621","39,103,888","40,416,132","41,757,059","43,094,726","44,390,013","45,687,750","46,983,357","48,285,553","49,598,802","50,935,093","52,301,583","53,701,011","55,133,700","56,604,668","58,121,560","59,690,947","61,316,345","62,994,916","64,713,306","66,460,814","68,226,224","70,005,347","71,796,554"
Palau,Oceania,https://public.flourish.studio/country-flags/svg/pw.svg,"5,479","5,654","5,827","5,988","6,143","6,283","6,411","6,521","6,627","6,734","6,855","6,993","7,145","7,296","7,422","7,507","7,546","7,543","7,533","7,549","7,626","7,854","8,158","8,513","8,880","9,228","9,536","9,760","9,982","10,218","10,500","10,827","11,179","11,554","11,944","12,324","12,615","12,879","13,120","13,325","13,487","13,601","13,672","13,711","13,939","14,164","14,391","14,615","14,845","15,075","15,315","15,555","15,816","16,080","16,351","16,638","16,939","17,245"
Panama,Americas,https://public.flourish.studio/country-flags/svg/pa.svg,"467,319","488,439","510,936","534,391","558,805","584,101","610,295","637,412","665,466","694,506","723,794","749,029","774,960","801,482","828,471","855,814","883,527","911,557","939,977","968,765","998,133","1,028,957","1,060,273","1,092,056","1,124,380","1,157,197","1,190,593","1,224,543","1,259,134","1,294,355","1,331,948","1,381,618","1,432,498","1,484,592","1,538,064","1,592,906","1,649,228","1,706,856","1,765,803","1,825,830","1,884,815","1,930,960","1,977,549","2,024,700","2,072,464","2,120,907","2,170,005","2,219,693","2,270,103","2,321,267","2,373,195","2,426,261","2,480,367","2,535,381","2,591,115","2,647,330","2,703,949","2,761,013"
Papua New Guinea,Oceania,https://public.flourish.studio/country-flags/svg/pg.svg,"74,898","82,570","91,056","100,419","110,826","122,320","135,103","157,395","183,274","213,159","247,602","287,211","300,563","314,093","328,339","343,364","359,228","375,884","393,442","411,856","431,135","450,025","469,335","489,360","509,999","531,185","552,938","575,269","598,255","622,058","646,700","655,313","663,501","671,861","680,384","689,163","698,169","707,460","716,902","726,327","735,756","753,503","771,715","790,170","808,822","827,795","847,023","866,468","886,067","905,739","925,422","945,015","964,671","985,402","1,007,321","1,030,528","1,055,091","1,081,067"
Paraguay,Americas,https://public.flourish.studio/country-flags/svg/py.svg,"676,834","696,752","717,329","739,480","762,744","786,784","811,649","837,323","863,603","890,237","917,027","943,914","971,077","1,008,220","1,047,113","1,087,945","1,130,840","1,175,794","1,223,148","1,273,101","1,325,941","1,381,699","1,440,451","1,508,036","1,578,623","1,651,697","1,727,269","1,805,290","1,885,604","1,967,784","2,051,840","2,137,451","2,224,613","2,309,285","2,394,823","2,481,879","2,570,460","2,660,201","2,750,976","2,842,361","2,934,037","3,025,871","3,117,874","3,195,242","3,268,528","3,340,117","3,409,669","3,477,435","3,544,336","3,611,563","3,680,035","3,750,088","3,821,599","3,892,182","3,962,610","4,033,265","4,104,186","4,175,325"
Peru,Americas,https://public.flourish.studio/country-flags/svg/pe.svg,"4,709,896","4,905,808","5,167,065","5,440,432","5,725,341","6,020,672","6,326,872","6,644,115","6,972,274","7,310,287","7,658,574","8,016,488","8,379,737","8,695,750","9,022,372","9,360,478","9,711,284","10,073,501","10,445,617","10,825,072","11,209,478","11,597,539","11,957,901","12,321,674","12,691,483","13,068,539","13,452,879","13,843,149","14,238,593","14,637,455","15,038,786","15,442,208","15,847,046","16,249,594","16,656,606","17,055,741","17,445,305","17,825,581","18,198,250","18,565,427","18,928,746","19,288,446","19,645,183","20,001,001","20,357,803","20,717,195","21,080,127","21,446,734","21,782,799","22,111,039","22,450,278","22,801,211","23,163,292","23,532,239","23,903,066","24,272,051","24,637,117","24,999,015"
Philippines,Asia,https://public.flourish.studio/country-flags/svg/ph.svg,"7,959,938","8,300,149","8,653,512","9,017,542","9,390,365","9,770,039","10,155,874","10,548,828","10,951,256","11,365,801","11,808,042","12,342,524","12,899,187","13,476,877","14,076,175","14,684,546","15,250,787","15,834,158","16,436,759","17,060,795","17,753,008","18,703,864","19,698,447","20,736,378","21,818,974","22,943,593","24,114,056","25,329,618","26,588,029","27,884,133","29,106,581","29,786,102","30,465,089","31,145,660","31,828,789","32,515,509","33,204,578","33,894,744","34,586,915","35,282,412","35,981,410","36,685,878","37,393,474","38,095,060","38,778,516","39,435,954","40,063,047","40,664,255","41,251,260","41,841,535","42,488,153","43,372,424","44,279,679","45,205,748","46,140,130","47,078,400","48,018,073","48,977,863"
Poland,Europe,https://public.flourish.studio/country-flags/svg/pl.svg,"14,193,968","14,540,630","14,828,737","15,149,001","15,484,714","15,762,096","16,007,142","16,289,779","16,575,555","16,835,934","17,026,266","17,266,414","17,626,595","18,005,216","18,398,446","18,803,602","19,215,135","19,625,330","20,007,316","20,341,874","20,663,601","20,985,955","21,314,754","21,651,242","21,984,900","22,299,554","22,589,785","22,855,463","23,089,202","23,241,946","23,350,476","23,450,653","23,539,562","23,616,843","23,684,074","23,733,222","23,768,665","23,801,620","23,827,143","23,842,562","23,611,695","23,622,394","23,621,395","23,563,051","23,506,503","23,453,429","23,396,235","23,340,838","23,300,939","23,274,004","23,165,018","23,134,846","23,086,831","23,025,350","22,960,228","22,897,449","22,849,639","22,825,379"
Portugal,Europe,https://public.flourish.studio/country-flags/svg/pt.svg,"3,096,215","3,155,977","3,212,831","3,260,048","3,296,372","3,317,422","3,326,794","3,340,014","3,360,136","3,364,185","3,368,354","3,388,093","3,416,874","3,451,945","3,535,188","3,708,226","3,852,629","3,931,481","4,012,458","4,094,541","4,178,517","4,257,857","4,335,210","4,407,052","4,476,013","4,540,496","4,596,999","4,648,117","4,695,891","4,741,470","4,783,459","4,827,626","4,889,660","4,961,312","5,040,624","5,124,278","5,210,104","5,299,934","5,393,642","5,491,367","5,597,602","5,704,057","5,800,192","5,886,957","5,966,051","6,041,725","6,117,343","6,193,886","6,267,228","6,337,144","6,403,809","6,457,743","6,494,283","6,520,333","6,546,012","6,578,828","6,617,169","6,655,095"
Puerto Rico,Americas,https://public.flourish.studio/country-flags/svg/pr.svg,"1,050,418","1,102,264","1,159,664","1,220,307","1,280,251","1,336,533","1,389,174","1,436,971","1,482,823","1,532,032","1,585,355","1,636,045","1,693,932","1,756,462","1,819,309","1,879,334","1,937,017","1,991,958","2,044,764","2,096,577","2,174,790","2,327,244","2,471,396","2,606,230","2,731,668","2,847,385","2,953,935","3,051,544","3,140,855","3,222,218","3,287,359","3,316,538","3,343,786","3,377,742","3,414,883","3,452,136","3,496,557","3,534,616","3,560,323","3,583,400","3,596,716","3,602,364","3,604,909","3,605,100","3,603,694","3,596,360","3,579,032","3,555,977","3,533,033","3,511,647","3,491,721","3,449,657","3,406,460","3,366,210","3,310,445","3,251,727","3,188,571","3,123,164"
Qatar,Asia,https://public.flourish.studio/country-flags/svg/qa.svg,"40,407","44,064","48,443","53,385","58,635","64,100","69,722","75,584","81,875","88,873","96,760","105,810","115,755","126,246","136,538","146,178","154,688","162,484","171,222","183,160","199,972","222,124","248,722","277,946","307,159","334,344","359,731","384,567","406,830","426,061","442,074","454,785","464,612","472,490","479,783","487,772","498,048","511,401","527,796","547,267","570,418","595,332","624,301","667,019","736,772","842,342","986,850","1,164,853","1,363,486","1,564,309","1,752,999","1,924,764","2,082,080","2,223,130","2,347,541","2,455,359","2,544,491","2,614,877"
Romania,Europe,https://public.flourish.studio/country-flags/svg/ro.svg,"6,296,818","6,474,669","6,646,237","6,820,612","6,997,996","7,174,333","7,368,164","7,586,123","7,786,878","7,968,040","8,164,758","8,352,002","8,535,661","8,713,690","8,900,706","9,120,255","9,340,263","9,560,064","9,801,109","10,019,804","10,247,190","10,486,040","10,693,684","10,890,056","11,084,645","11,296,022","11,511,242","11,720,962","11,941,563","12,160,692","12,347,321","12,404,523","12,360,656","12,309,016","12,256,584","12,197,105","12,127,405","12,058,033","11,998,890","11,945,687","11,895,672","11,697,189","11,469,356","11,415,407","11,378,651","11,336,529","11,297,334","11,159,030","11,001,524","10,936,933","10,898,688","10,871,606","10,826,124","10,778,604","10,730,940","10,677,968","10,619,557","10,564,196"
Russia,Europe,https://public.flourish.studio/country-flags/svg/ru.svg,"64,421,857","66,226,377","68,060,071","69,923,357","71,815,164","73,731,369","75,267,305","76,812,479","78,366,306","79,922,296","81,464,683","82,992,261","84,524,649","86,061,054","87,600,777","89,145,034","90,810,675","92,479,950","94,157,479","95,659,612","96,960,865","98,228,786","99,464,693","100,677,781","102,058,393","103,466,989","104,825,013","106,169,956","107,471,421","108,424,260","108,837,430","109,073,667","109,115,423","108,985,461","108,843,023","108,866,238","108,700,578","108,515,107","108,329,743","107,987,645","107,528,575","107,067,618","106,568,907","106,132,766","105,771,150","105,433,013","105,152,847","105,037,426","105,055,515","105,149,982","105,261,473","105,407,907","105,669,949","105,998,510","106,354,643","106,703,732","107,050,095","107,348,258"
Rwanda,Africa,https://public.flourish.studio/country-flags/svg/rw.svg,"76,269","79,516","82,671","85,828","89,287","93,173","97,647","102,652","108,146","113,914","119,920","129,048","139,071","149,817","161,506","174,276","188,169","203,287","219,770","231,314","242,693","254,377","266,397","279,142","293,389","309,494","328,521","349,936","370,490","385,480","391,891","387,212","421,412","460,712","509,833","583,145","695,539","813,080","935,002","1,067,913","1,197,916","1,318,462","1,432,119","1,467,326","1,491,021","1,520,682","1,557,477","1,598,595","1,643,108","1,689,182","1,735,200","1,781,212","1,827,955","1,875,211","1,924,967","1,977,489","2,032,650","2,090,690"
Samoa,Oceania,https://public.flourish.studio/country-flags/svg/ws.svg,"20,562","21,287","22,070","22,885","23,710","24,525","25,330","26,292","27,287","28,240","29,141","29,976","30,572","31,017","31,414","31,779","32,113","32,355","32,546","32,736","32,936","33,152","33,369","33,577","33,768","33,927","34,046","34,135","34,221","34,344","34,528","34,784","35,197","35,694","36,181","36,628","37,025","37,376","37,703","38,028","38,374","38,744","38,744","38,549","38,361","38,177","37,995","37,824","37,667","37,520","37,386","37,265","37,127","36,978","36,822","36,648","36,451","36,247"
